seq_id,n_points,Rg_slope,Rg_intercept,Rg_r2_lin,Rg_rmse_lin,Rg_curvature,Rg_r2_quad,Rg_at_50mM,Rg_at_500mM,Rg_rel_change,Rg_n_valid,Ree_slope,Ree_intercept,Ree_r2_lin,Ree_rmse_lin,Ree_curvature,Ree_r2_quad,Ree_at_50mM,Ree_at_500mM,Ree_rel_change,Ree_n_valid,Ree_Rg_sq_slope,Ree_Rg_sq_intercept,Ree_Rg_sq_r2_lin,Ree_Rg_sq_rmse_lin,Ree_Rg_sq_curvature,Ree_Rg_sq_r2_quad,Ree_Rg_sq_at_50mM,Ree_Rg_sq_at_500mM,Ree_Rg_sq_rel_change,Ree_Rg_sq_n_valid,nu_masked_slope,nu_masked_intercept,nu_masked_r2_lin,nu_masked_rmse_lin,nu_masked_curvature,nu_masked_r2_quad,nu_masked_at_50mM,nu_masked_at_500mM,nu_masked_rel_change,nu_masked_n_valid,regime,monotonicity
idr_0010,5,1.321372384549857,2.5386556657090606,0.8541112262595089,0.0890676033482838,-4.258121626379494,0.9817901408350588,2.5462149758646664,3.113070178303265,0.2226266076555852,5,5.294332102524607,5.002246510179419,0.9119606590990568,0.2682886733379257,-10.844285130467345,0.9670382174506094,5.229374835824966,7.409339991092682,0.4168691714989318,5,3.678342633391469,3.912972434244683,0.9343023730613508,0.1590831253392386,-2.931315503860829,0.9428437384370366,4.218027521389374,5.664756220390063,0.3429870221719541,5,0.3585393473371344,0.3798978572755085,0.8712587949439637,0.0224782677135504,-0.9856810750494344,0.9660494324916216,0.3876488453043594,0.5391544379213014,0.3908320492944808,5,PA_swelling,increasing
idr_0011,5,0.5033166114795723,2.5663091958363804,0.571416194696633,0.071092483904411,-2.3571464680683243,0.7518268713293377,2.542666651978822,2.7809240259541093,0.0937037396506003,5,2.4756820873246173,5.345792501671151,0.5671020883747245,0.3527750115331171,-12.611772891337656,0.77895910914869,5.143562709903717,6.391507693099976,0.2426226826773964,5,2.2550732692208046,4.338510254084051,0.5538165730145831,0.3301225710538568,-12.29017746558167,0.7906156589563366,4.092128132713545,5.282364718011343,0.2908600480475514,5,0.166898611974286,0.4495664937363174,0.5134076114611342,0.0264999495604449,-0.8855916922415105,0.7214936779272908,0.4382696657979587,0.5193100669068839,0.1849099023574326,5,non_monotonic,non-monotonic
idr_0012,5,0.1519878321276421,3.455224429139864,0.2033198783348752,0.0490683787380403,-1.2306020094463013,0.3951940508285233,3.4236074051668948,3.51676300792071,0.0272097795480945,5,0.8472475532732532,7.757447089764947,0.3183928846312511,0.2021792227051157,-7.205159696730051,0.649866533434136,7.628742298316955,8.068711699867249,0.0576725998002789,5,0.6588914101548244,5.039096231067899,0.4025820034793057,0.1309081351618461,-5.775496858832214,0.8478530426225335,4.965214041469445,5.264076490367245,0.0601912518577651,5,0.0466148231243628,0.5108320259983116,0.2833927238601427,0.0120895773427496,-0.4720423372452236,0.7017252162661007,0.5033350740785123,0.5262330938964301,0.0454925972719836,5,salt_insensitive,non-monotonic
idr_0013,5,0.8428305966836205,2.695404012181726,0.7507372618843664,0.0792074088219453,-3.910943263945556,0.983433572194692,2.625198427101885,3.0463428285180045,0.1604238358016411,5,3.0842327574285355,5.907166937305695,0.7954757551657838,0.2550626625470569,-12.654297102295256,0.988240580904651,5.705963664531708,7.218481154537201,0.2650766073761227,5,1.8427986941394787,4.807822655360327,0.8501769040333605,0.1261692281858713,-6.231634058112591,0.9901280552832536,4.724259366051689,5.614797546203712,0.1885032364123335,5,0.1889921684805202,0.4236043009329888,0.7498797827209136,0.0178017706968808,-0.8370055717096766,0.9616085195197004,0.4056882605868908,0.5036238567505198,0.2414060392626349,5,PA_swelling,increasing
idr_0014,5,0.4383032327609857,2.947716822312658,0.8191463557810128,0.0335891004036568,-0.6424171298105018,0.844478121399947,2.923783265406867,3.16378877598096,0.0820873124946539,5,1.8582132450691764,6.54461189696735,0.8075816737259747,0.1479334407328981,-1.780115152534713,0.8182503521831044,6.5131846306324,7.476975441408158,0.1479753554417784,5,1.278325112363604,4.93332377755068,0.7270607179669497,0.1277408556369323,-0.6283477220580543,0.7295894756167236,4.962453230345274,5.585177070348704,0.1254870950108887,5,0.1112090546212746,0.457491600839698,0.7051360428302516,0.0117288479152425,-0.0470220102864623,0.7069507814454132,0.4588244385392355,0.5146878242416113,0.1217532916952477,5,non_monotonic,non-monotonic
idr_0015,5,0.2639765884214443,2.8981003690562823,0.4929483294624327,0.043664816510772,-1.9283099291046704,0.8716030107551438,2.869230229647412,2.9893374028628314,0.0418604167676634,5,0.8869113191912961,6.472588695578467,0.5316190554609769,0.1357751699934677,-6.081113255406621,0.8913894378746868,6.360266703414916,6.793224424743652,0.068072258840384,5,0.4467133080634382,4.987674558757846,0.5727908151883371,0.0629204727515736,-2.647286561383358,0.8623646074688117,4.913826959414796,5.164188100765959,0.0509503373682047,5,0.0315498026469484,0.4713630666820752,0.2158682065665441,0.0098070334166159,-0.3779164252823817,0.6617358997761539,0.4640151432188045,0.4789356722851651,0.0321552632158922,5,non_monotonic,non-monotonic
idr_0016,5,0.3972119669646636,3.109583633384758,0.5290057706540555,0.0611280765868088,-1.9819349477032333,0.7185949874324341,3.0529649211424865,3.282995873184777,0.0753467393120939,5,1.4381690791925985,6.702313325696601,0.4811670938448345,0.2435659430001551,-9.260011182943977,0.7683232471513781,6.424507834100723,7.290887266778945,0.1348553780383855,5,0.7866531976268031,4.643667685896417,0.386996952405389,0.1614736547177742,-6.852206815158629,0.8096859321074819,4.42829044208097,4.931966211881356,0.1137404550103755,5,0.0670964121456464,0.4589425813715246,0.2154879514996139,0.0208799006859236,-0.807201008884341,0.664447144927591,0.4323701188201915,0.4809533230969695,0.1123648516908314,5,non_monotonic,non-monotonic
idr_0017,5,1.4630575378090347,2.7232244326371595,0.9021182309172476,0.0785997925061085,-3.8183600387873353,0.9905714168191574,2.743028129067331,3.3758868931302395,0.230715375229524,5,4.79843641395497,5.835627658096471,0.9076381225372075,0.2496494273815741,-10.994374908098305,0.9762301128699296,5.964985484695435,8.009967360162735,0.3428309893987468,5,2.1748944171351567,4.619916056204441,0.8493462902225141,0.14939171566711,-4.041046878410901,0.8915562845914365,4.728879634728072,5.629706033366842,0.1904946770104397,5,0.3100598169134954,0.3754387302612287,0.8826613903619721,0.0184378258455659,-0.6734656064434074,0.942606406320416,0.388417442157652,0.5165361733188029,0.3298480378467393,5,PA_swelling,increasing
idr_0018,5,1.755786497748177,3.3160892743480685,0.9432396214583912,0.070246412098835,-2.267276433355642,0.9658811974497435,3.286609616265971,4.161090349456567,0.2660738071423656,5,4.776182936897849,7.327038909318034,0.9197464119308176,0.230101764580719,-4.489281192790047,0.9314435305613428,7.195061649179459,9.684146229505538,0.3459434681299695,5,0.9573241418526476,4.898277706450588,0.5786545089434757,0.1332322413503602,0.0035467324008741,0.5786546232779612,4.792617791592734,5.416370771536037,0.1301487009954137,5,0.1866692212391026,0.4282661372767606,0.8027759243639943,0.0150902463223351,-0.2054782552021726,0.8167782355920746,0.4146204791034952,0.5215706582060947,0.2579471697438834,5,PA_swelling,increasing
idr_0019,5,2.743139187185017,3.3569004870644834,0.7436279424431457,0.2626915825598656,-12.669246108226186,0.971967227519992,3.1030126062472454,4.506633211276319,0.452341251274064,5,9.572912852337486,6.78827639958231,0.7003716263947034,1.0212030901603828,-48.93428044773502,0.9638141185021768,5.731755630016327,10.723731843471526,0.8709331897042129,5,3.99525747615154,4.090237542339555,0.5782989613637691,0.5564315161484102,-25.489886763410667,0.9171569734829048,3.411993951201367,5.662229463532183,0.6595074740793447,5,0.2558434359941133,0.4472296024144305,0.7062654360042696,0.0256769651356138,-1.554750676038391,0.9963428805430368,,0.5550091465023627,,4,PA_swelling,increasing
idr_0020,5,3.653815047288352,2.7187207191343497,0.9574944835322958,0.1255572765197284,-5.1905917698722215,0.9853105674551398,2.8796211513637493,4.425610647219008,0.5368725310005099,5,13.23018927057883,4.533235627642609,0.9512202248751332,0.4886368713083552,-24.66822766645444,0.9988242786320384,4.745506443309785,10.658075320911408,1.2459300073097914,5,6.338538783057081,2.960254391011856,0.8711309817586502,0.3976147625418706,-19.1914826213124,0.986089535063467,2.715778995481441,5.799775240904729,1.1355843942215085,5,0.6699043642688779,0.2322392976985376,0.877901883692121,0.035818624825462,-2.541359476625111,1.0,,0.5455555815860331,,3,PA_swelling,increasing
idr_0021,5,2.341244943053691,3.3714711740314125,0.6303796539550165,0.2923913440015113,-14.144473197615708,0.9615878816660982,3.0603794619564058,4.297245198266895,0.404154370948431,5,7.758791302792116,6.86773794502674,0.5915197476435439,1.0515642125621492,-52.091764227994126,0.9753492205910456,5.821617556333542,9.82335626935959,0.6873929237540546,5,3.0999249213752527,4.123725776572634,0.4972169632899708,0.5084044389911974,-25.18515934399398,0.9696628491318318,3.618568395043332,5.225640396183104,0.4441181776033634,5,0.2169869304615211,0.4235023558984118,0.4427576735288245,0.0378833553999633,-2.2263122238174358,0.9611327870282144,,0.5040200103942554,,4,non_monotonic,non-monotonic
idr_0022,5,2.3809679405163746,2.7367893469340205,0.8813852138547499,0.14245605090204,-7.102787283744265,0.9942959819835752,2.678814181063328,3.79917005239628,0.4182282889394882,5,7.459183286501943,5.869720877807661,0.9042037653379754,0.3959799176832633,-20.14207824869767,0.999113638104032,5.767747733974457,9.223137790966032,0.5990882778450721,5,2.754703932896509,4.651499621621941,0.9145492888671064,0.137331457689581,-6.773376758403918,0.994144475344956,4.635828230059251,5.893590101871888,0.271313303555374,5,0.4283847010645027,0.3484882527182059,0.8900814728869505,0.0234277393771106,-1.3892429914183544,0.994191208316048,,0.54509747912684,,4,PA_swelling,increasing
idr_0023,5,0.7106063580296759,2.976906244907425,0.4638821934241254,0.1245937256019147,-5.62865038881554,0.8828466229131533,2.840356515873819,3.2407036817295647,0.1409496179857482,5,3.42130352636208,6.098765344990824,0.5616740486008939,0.4929340700121745,-22.25161713309578,0.9036876562887745,5.559364437389374,7.450010018062591,0.3400830440180761,5,2.650229437260904,4.185258622763601,0.6469914792224324,0.3192769789974468,-14.184005172951096,0.9137685230449628,3.830933195562448,5.284879244351329,0.3795279047081937,5,0.2309810999592091,0.3882411678966442,0.4826127004954648,0.039005493053297,-1.734360912275938,0.8743039690346326,0.3423007600245807,0.4761191289103545,0.3909379835328565,5,non_monotonic,non-monotonic
idr_0024,5,0.8145279948005533,3.718087934334345,0.8597967837259624,0.0536448349941296,-1.8153423447439572,0.9212748136064196,3.722998493616073,4.083071065193787,0.0967157446330263,5,2.376377839206747,8.576973192818365,0.8655887844130243,0.1527278563507082,3.834219791214669,0.8980267584673927,8.69562868871689,9.836371335411071,0.1311857586760073,5,0.5541719880509857,5.3305482571396094,0.1636596165416279,0.2043177780578278,9.352614438429336,0.8346828105533457,5.45527002809517,5.803579706808502,0.0638482929203327,5,0.094012855237798,0.4612786400507509,0.7067606922037902,0.0098764975458584,0.3117470326897122,0.8186327530933792,0.4682272425833192,0.5140470560369416,0.097858068233757,5,non_monotonic,non-monotonic
idr_0025,5,1.839169988787443,2.676655247034047,0.995079384888339,0.0210932511368204,0.5495933715814308,0.9963585188745916,2.801702482826021,3.604015413257034,0.2863662131682647,5,3.82846259889746,5.914394635408085,0.9825645107285724,0.0831767141181954,0.7133913388977303,0.9830556300280768,6.181314707231522,7.841791025590896,0.2686283415430673,5,-0.2684325085935419,4.871913973304853,0.2369599867523731,0.0785619177291855,-0.5971016078609253,0.2538379624788591,4.867631361225059,4.734316084798055,-0.0273881209429654,5,,,,,,,,0.3784749723547668,,1,PA_swelling,increasing
