seq_id,salt_mM,salt_M,Rg,Rg_err,Ree,Ree_err,nu,nu_err,nu_reliable,Ree_Rg_sq,nu_masked
idr_0130,150,0.15,4.241718783753013,0.0315340777547233,10.158301106834411,0.1395704683836739,0.5998260237401395,0.0074740567785384,True,5.735330097228497,0.5998260237401395
idr_0130,300,0.3,3.928042586352796,0.0301531522972539,9.427819324302671,0.1284813344233457,0.5877847688578507,0.0058281051458864,True,5.760631925416086,0.5877847688578507
idr_0130,500,0.5,3.703355576043042,0.0327784820485199,8.808396808242799,0.1416892940391756,0.5723639444530735,0.0045984007584581,True,5.657218025183838,0.5723639444530735
idr_0131,50,0.05,3.3925790992275324,0.0281607459438989,8.174557848119735,0.1203385804983076,0.5625942257826307,0.001771041307784,True,5.80588699655954,0.5625942257826307
idr_0131,100,0.1,3.247843950170457,0.0293138869132774,7.674566583395004,0.1291243994234413,0.5385420689588598,0.0015450475589718,True,5.583639974080195,0.5385420689588598
idr_0131,150,0.15,3.273928745393511,0.0319808732466661,7.736833750152588,0.1407733925454541,0.5483285378753361,0.0019389116311278,True,5.584548711183034,0.5483285378753361
idr_0131,300,0.3,3.003702360431593,0.0357519837765132,6.748801969099045,0.1687038446136198,0.4839301167356992,0.0022616736682949,True,5.0482351669755055,0.4839301167356992
idr_0131,500,0.5,3.042683817228847,0.0325061029898948,7.104334809875489,0.1190074859127039,0.5175740466100307,0.001338938789254,True,5.451715596936506,0.5175740466100307
idr_0132,50,0.05,3.848407521759693,0.0387318049115507,9.400436910438536,0.1641385501727345,0.566099189583171,0.0010036730826985,True,5.966696785536219,0.566099189583171
idr_0132,100,0.1,3.805197382783749,0.044081129222689,9.26076473455429,0.1670609711814219,0.5724148665638472,0.0007827150742564,True,5.922967148477457,0.5724148665638472
idr_0132,150,0.15,3.6468405382868574,0.0380239573884832,8.70419428663254,0.1506681568162246,0.5463984960770378,0.0008338491032925,True,5.696703357606691,0.5463984960770378
idr_0132,300,0.3,3.504484843134628,0.036772899986088,8.204445462322235,0.1501311402163091,0.5130555055002896,0.0009375495622014,True,5.480877467190621,0.5130555055002896
idr_0132,500,0.5,3.476752244669233,0.0524022163810293,8.203835747814177,0.197329153396822,0.519818702940244,0.0008721506158936,True,5.567835885689888,0.519818702940244
idr_0133,50,0.05,3.3219790254779875,0.0454377073107208,7.338520584964752,0.1596711161827644,0.502848865270139,0.0027856702225289,True,4.880038648283576,0.502848865270139
idr_0133,100,0.1,3.2386889859458767,0.0358030971496112,7.183613654613495,0.1646118116873343,0.4915834349184196,0.0021446428342119,True,4.919799974201645,0.4915834349184196
idr_0133,150,0.15,3.238335018002269,0.0384817233324751,7.187532498979568,0.1629453924382171,0.497866128767093,0.0019477303395251,True,4.926245946274805,0.497866128767093
idr_0133,300,0.3,3.2023102545748263,0.0361535424178862,7.232679841041565,0.1587590660894407,0.4964914417273885,0.0014079462813929,True,5.1011920041683885,0.4964914417273885
idr_0133,500,0.5,3.186838229246046,0.0382722687617988,7.378005629873276,0.1487489000262702,0.5091580499677982,0.0014040423801466,True,5.359915313950774,0.5091580499677982
idr_0134,50,0.05,3.265099137725461,0.0365962478963627,7.530304874229431,0.1376810868304513,0.5186739857449827,0.0011976594891354,True,5.319029201551029,0.5186739857449827
idr_0134,100,0.1,3.176747761005668,0.0401751000408472,7.299333855724334,0.1446126746286818,0.5119754169825388,0.0007653423197166,True,5.279599640122068,0.5119754169825388
idr_0134,150,0.15,3.1291695423102293,0.0373541976104171,7.094522797918319,0.1362229275591995,0.4902768867257101,0.0012722402879289,True,5.140296712883252,0.4902768867257101
idr_0134,300,0.3,3.1482934644947607,0.0406363055703233,7.296241540622712,0.156893508729406,0.5113968648095224,0.0007526314431632,True,5.370911421428812,0.5113968648095224
idr_0134,500,0.5,3.14568136499168,0.0428244914380232,7.16565508480072,0.1615186432406568,0.5045071797041504,0.0009980449961032,True,5.1889841053802375,0.5045071797041504
idr_0135,50,0.05,3.611793252772102,0.0429289246025649,8.01260006542206,0.168824167330977,0.5254673881789393,0.0058040609904143,True,4.921541683921546,0.5254673881789393
idr_0135,100,0.1,3.5086976751812307,0.0423994084176088,7.848164704704285,0.1685509100031145,0.5251962809508396,0.0049092606127141,True,5.003159165087623,0.5251962809508396
idr_0135,150,0.15,3.4329538971133693,0.0330998996448109,7.676995993375778,0.1354800171243299,0.5158627638934876,0.0043816846577004,True,5.000882904668046,0.5158627638934876
idr_0135,300,0.3,3.37154104094245,0.0385478936077941,7.664928661823272,0.1471515086962868,0.5222050963184603,0.0033085702366147,True,5.168438265148348,0.5222050963184603
idr_0135,500,0.5,3.3783602974357647,0.0403959307779477,7.772200910663605,0.1644114355692713,0.5331105440431437,0.0029245232603356,True,5.292685738859711,0.5331105440431437
idr_0136,50,0.05,3.5513504378325926,0.0455678306271138,7.841208283424377,0.1887938726554875,0.5070866364920298,0.0042169000497806,True,4.875048280983907,0.5070866364920298
idr_0136,100,0.1,3.365808792032345,0.0466935463581722,7.576877964782715,0.1838878934410133,0.5079204899335037,0.0024387781818963,True,5.06759272271612,0.5079204899335037
idr_0136,150,0.15,3.2995644768625145,0.0482571297009,7.334832321834564,0.183908061713204,0.4897657689331021,0.0027581597879904,True,4.941594915793378,0.4897657689331021
idr_0136,300,0.3,3.1720361589662205,0.0412431458240509,7.128482679176331,0.1495363554099721,0.4817919344527256,0.0018671824809851,True,5.050308857713815,0.4817919344527256
idr_0136,500,0.5,3.155605484312344,0.048347954517234,7.131720815944671,0.1225281626513309,0.4796860476578048,0.0016474158123372,True,5.107675087204174,0.4796860476578048
idr_0137,50,0.05,3.5485154884760988,0.0376152089417929,8.218984831905365,0.1643967812849661,0.5485892237665138,0.0041526273843837,True,5.364669202830346,0.5485892237665138
idr_0137,100,0.1,3.3699086546726384,0.0352864111548962,7.805422698545456,0.1388202216842543,0.5386142908031402,0.0026642966499655,True,5.364837800325392,0.5386142908031402
idr_0137,150,0.15,3.3386954197060503,0.0385172238494963,7.75124761095047,0.1556826820735114,0.5326634532271936,0.0023725466817526,True,5.3900105883609175,0.5326634532271936
idr_0137,300,0.3,3.1397653205414064,0.0350752701344767,7.242520531654358,0.1287649599572697,0.502077761334672,0.0019226771472491,True,5.320899958576043,0.502077761334672
idr_0137,500,0.5,3.0143375615697914,0.0322791113678889,6.909052296018601,0.1390858013846355,0.4838746748206777,0.0018934493521547,True,5.253553862996149,0.4838746748206777
idr_0138,50,0.05,4.133758032923698,0.0462039396765798,10.112916908931732,0.1817653738171737,0.5665515562244251,0.0009726967998361,True,5.98498097434834,0.5665515562244251
idr_0138,100,0.1,3.998626641091044,0.0335911833915628,9.489998857545851,0.1944968696269126,0.5427859420352773,0.0008827487500785,True,5.632622036605526,0.5427859420352773
idr_0138,150,0.15,4.048586736678746,0.0507654225805879,9.689700809383393,0.2163151381484441,0.5546821012002604,0.0008281596092404,True,5.728142835862662,0.5546821012002604
idr_0138,300,0.3,3.9279088691608495,0.0481896219079328,9.25509849829674,0.1960514569560829,0.5329060484552176,0.0012322005356055,True,5.551869942266238,0.5329060484552176
idr_0138,500,0.5,4.007000077713032,0.0564264296784403,9.605881878852845,0.1829000090767862,0.5463446677021297,0.0009627646797863,True,5.74692834403601,0.5463446677021297
idr_0139,50,0.05,3.622156776746973,0.0539593960845343,8.057400476837158,0.2512886570647257,0.4970703245411358,0.0019007546878645,True,4.9482930554028375,0.4970703245411358
idr_0139,100,0.1,3.55716993215395,0.0476998510818494,7.975871057367325,0.2105019105606047,0.4885296477186837,0.0017982402794678,True,5.027441470519261,0.4885296477186837
idr_0139,150,0.15,3.5130115601141543,0.0606687419359967,7.904780638885499,0.2129761650795918,0.4806957175893582,0.0017201447179321,True,5.063146425802406,0.4806957175893582
idr_0139,300,0.3,3.518867278187176,0.0610369441464032,7.993327662849427,0.2122685930431554,0.4965039359840555,0.001011565875123,True,5.159997109674227,0.4965039359840555
idr_0139,500,0.5,3.402023718660885,0.0614166177462376,7.545540187501907,0.2142325140138256,0.4669122279137181,0.0015939262366437,True,4.919330472010848,0.4669122279137181
idr_0140,50,0.05,3.6834661538946825,0.0595235454035801,9.281831544876098,0.2237843982200556,0.5329188856343224,0.0031621318098949,True,6.349711552659413,0.5329188856343224
idr_0140,100,0.1,3.702458209756699,0.0551756782913579,9.349203844451903,0.2058173967748692,0.544456032349862,0.0034293558702825,True,6.376302721086484,0.544456032349862
idr_0140,150,0.15,3.689829038779955,0.0505877972447147,8.945419185733794,0.2007476736230629,0.5188242263944634,0.0022394320264888,True,5.877449473659385,0.5188242263944634
idr_0140,300,0.3,3.7756484098541807,0.0775543712464871,9.19319331636429,0.2458454558808596,0.5369809614143977,0.0016824632614504,True,5.928566473084706,0.5369809614143977
idr_0140,500,0.5,3.78338169225951,0.0579963968153922,9.144373707532882,0.2068780149355215,0.5307296955889216,0.0010501689322962,True,5.841812539709322,0.5307296955889216
idr_0141,50,0.05,3.5994602975883647,0.0639158885353502,8.13130406112671,0.2526547452639437,0.4666047465582749,0.0027161930982995,True,5.103235701702348,0.4666047465582749
